stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Tsao Han Wen\Desktop\GITHUB\hello_git\final\allegroRedemo\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.77507]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  11.82385] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.82388]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  11.82388]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.26154] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.26155]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.26156]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.33020] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.33021]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.33021]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.36813] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.36814]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.36814]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.57358] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.57360]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.57360]  0.000000 0.707107
font     D                ttf.c:238  alloc_glyph_region               [  13.72668] Glyph 21: 25x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [  13.72671] Locking glyph region: 000000000D6A1C70 480 0 28 28
font     D                ttf.c:166  unlock_current_page              [  13.72675] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.72733] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.72734] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.97655] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.97657]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.97657]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  14.90669] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  14.90672]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  14.90673]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  15.10111] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.10112]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.10113]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  15.17249] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.17251]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.17251]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  15.20854] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.20855]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.20856]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  15.41438] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.41443]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.41444]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  15.71299] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.71301]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  15.71301]  0.000000 0.707107
font     D                ttf.c:238  alloc_glyph_region               [  15.85811] Glyph 25: 28x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [  15.85812] Locking glyph region: 000000000D6A1C70 0 28 28 28
font     D                ttf.c:166  unlock_current_page              [  15.85814] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  15.85883] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  15.85884] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  16.01786] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.01788]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.01788]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  16.42492] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.42493]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.42494]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  16.49036] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.49038]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.49038]  0.000000 0.707107
font     D                ttf.c:238  alloc_glyph_region               [  16.49757] Glyph 27: 29x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [  16.49758] Locking glyph region: 000000000D6A1C70 28 28 32 28
font     D                ttf.c:166  unlock_current_page              [  16.49759] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  16.49789] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  16.49790] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [  24.95944] Glyph 24: 29x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [  24.95945] Locking glyph region: 000000000D6A1C70 60 28 32 28
font     D                ttf.c:166  unlock_current_page              [  24.95947] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  24.96006] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  24.96007] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  25.68545] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  25.68546]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  25.68547]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  25.89363] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  25.89365]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  25.89365]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  26.08810] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  26.08811]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  26.08812]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  26.70523] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  26.70525]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  26.70525]  0.000000 0.707107
font     D                ttf.c:238  alloc_glyph_region               [  26.81670] Glyph 26: 29x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [  26.81671] Locking glyph region: 000000000D6A1C70 92 28 32 28
font     D                ttf.c:166  unlock_current_page              [  26.81674] Unlocking page: 000000000D6A1C70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.81765] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.81766] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  26.84466] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  26.84468]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  26.84469]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  27.20528] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  27.20530]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  27.20531]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  27.44836] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  27.44837]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  27.44838]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  28.01791] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  28.01792]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  28.01793]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  43.01554] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  43.01556]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  43.01556]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  43.01985] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  43.01986]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  43.01987]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  44.01769] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  44.01771]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  44.01772]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  44.33496] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  44.33497]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  44.33498]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  45.64274] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  45.64275]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  45.64276]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  45.64829] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  45.64830]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  45.64831]  0.000000 0.707107
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50158] removed dtor for bitmap 000000000D6D7340
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50277] removed dtor for bitmap 000000000D6D6B70
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50279] removed dtor for bitmap 000000000D6D7CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50280] removed dtor for bitmap 000000000D5567B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50280] removed dtor for bitmap 000000000D556300
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50281] removed dtor for bitmap 000000000D556AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50282] removed dtor for bitmap 000000000D556940
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50671] removed dtor for ttf_font 0000000002779E30
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50692] removed dtor for ttf_font 000000000277A310
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50712] removed dtor for timer 0000000002768A00
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.50713] removed dtor for queue 000000000276C3E0
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [  48.50714] destroying display 000000000107C090 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51103] converting display bitmap 000000000D6D8920 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51106] added dtor for bitmap 000000000D6D71B0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51107] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51108] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51750] removed dtor for bitmap 000000000D6D71B0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51858] converting display bitmap 000000000D6D7020 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51859] added dtor for bitmap 000000000D6D7980, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51860] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51861] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51881] removed dtor for bitmap 000000000D6D7980
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51882] converting display bitmap 000000000D6D6E90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51883] added dtor for bitmap 000000000D6D6B70, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51884] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51886] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51892] removed dtor for bitmap 000000000D6D6B70
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51893] converting display bitmap 000000000D6D7FC0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51894] added dtor for bitmap 000000000D6D7E30, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51894] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51895] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51901] removed dtor for bitmap 000000000D6D7E30
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51902] converting display bitmap 000000000D6A1630 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51903] added dtor for bitmap 000000000D6D6D00, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51904] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51925] removed dtor for bitmap 000000000D6D6D00
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51927] converting display bitmap 000000000D556620 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51927] added dtor for bitmap 000000000D6D77F0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51928] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51928] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51940] removed dtor for bitmap 000000000D6D77F0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51941] converting display bitmap 000000000D556170 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51942] added dtor for bitmap 000000000D6D8470, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51942] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51943] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51952] removed dtor for bitmap 000000000D6D8470
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51953] converting display bitmap 000000000D6A1AE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51953] added dtor for bitmap 000000000D6D77F0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51954] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51954] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51962] removed dtor for bitmap 000000000D6D77F0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51963] converting display bitmap 000000000D6A17C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51963] added dtor for bitmap 000000000D6D71B0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51964] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51964] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51974] removed dtor for bitmap 000000000D6D71B0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51974] converting display bitmap 000000000D6A0FF0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51975] added dtor for bitmap 000000000D6D8470, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51976] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51976] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.51991] removed dtor for bitmap 000000000D6D8470
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.51992] converting display bitmap 000000000D6A1310 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.51992] added dtor for bitmap 000000000D6D6D00, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.51993] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.51993] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.52001] removed dtor for bitmap 000000000D6D6D00
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  48.52009] converting display bitmap 000000000D6A0E60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  48.52011] added dtor for bitmap 000000000D6D7B10, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  48.52014] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  48.52017] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.52531] removed dtor for bitmap 000000000D6D7B10
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [  48.52636] waiting for display 000000000107C090's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  48.53633] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  48.53635] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1548 d3d_display_thread_proc          [  48.54899] d3d display thread exits
dtor     D               dtor.c:116  _al_run_destructors              [  48.54973] calling dtor for bitmap 000000000D6D8920, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.54975] removed dtor for bitmap 000000000D6D8920
dtor     D               dtor.c:116  _al_run_destructors              [  48.55036] calling dtor for bitmap 000000000D6D7020, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55036] removed dtor for bitmap 000000000D6D7020
dtor     D               dtor.c:116  _al_run_destructors              [  48.55037] calling dtor for bitmap 000000000D6D6E90, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55037] removed dtor for bitmap 000000000D6D6E90
dtor     D               dtor.c:116  _al_run_destructors              [  48.55038] calling dtor for bitmap 000000000D6D7FC0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55038] removed dtor for bitmap 000000000D6D7FC0
dtor     D               dtor.c:116  _al_run_destructors              [  48.55039] calling dtor for bitmap 000000000D6A1630, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55039] removed dtor for bitmap 000000000D6A1630
dtor     D               dtor.c:116  _al_run_destructors              [  48.55045] calling dtor for bitmap 000000000D556620, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55046] removed dtor for bitmap 000000000D556620
dtor     D               dtor.c:116  _al_run_destructors              [  48.55046] calling dtor for bitmap 000000000D556170, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55047] removed dtor for bitmap 000000000D556170
dtor     D               dtor.c:116  _al_run_destructors              [  48.55047] calling dtor for bitmap 000000000D6A1AE0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55048] removed dtor for bitmap 000000000D6A1AE0
dtor     D               dtor.c:116  _al_run_destructors              [  48.55048] calling dtor for bitmap 000000000D6A17C0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55049] removed dtor for bitmap 000000000D6A17C0
dtor     D               dtor.c:116  _al_run_destructors              [  48.55050] calling dtor for bitmap 000000000D6A0FF0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55050] removed dtor for bitmap 000000000D6A0FF0
dtor     D               dtor.c:116  _al_run_destructors              [  48.55051] calling dtor for bitmap 000000000D6A1310, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55051] removed dtor for bitmap 000000000D6A1310
dtor     D               dtor.c:116  _al_run_destructors              [  48.55052] calling dtor for bitmap 000000000D6A0E60, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55052] removed dtor for bitmap 000000000D6A0E60
dtor     D               dtor.c:116  _al_run_destructors              [  48.55113] calling dtor for bitmap 000000000D556490, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55114] removed dtor for bitmap 000000000D556490
dtor     D               dtor.c:116  _al_run_destructors              [  48.55115] calling dtor for bitmap 000000000D556C60, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55115] removed dtor for bitmap 000000000D556C60
dtor     D               dtor.c:116  _al_run_destructors              [  48.55116] calling dtor for bitmap 000000000D556DF0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55116] removed dtor for bitmap 000000000D556DF0
dtor     D               dtor.c:116  _al_run_destructors              [  48.55174] calling dtor for bitmap 000000000D6A14A0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55174] removed dtor for bitmap 000000000D6A14A0
dtor     D               dtor.c:116  _al_run_destructors              [  48.55230] calling dtor for bitmap 000000000D6A1180, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55230] removed dtor for bitmap 000000000D6A1180
dtor     D               dtor.c:116  _al_run_destructors              [  48.55289] calling dtor for ttf_font 0000000002764440, func 0000000061BDEF64
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55289] removed dtor for ttf_font 0000000002764440
dtor     D               dtor.c:116  _al_run_destructors              [  48.55297] calling dtor for ttf_font 00000000027643B0, func 0000000061BDEF64
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55298] removed dtor for ttf_font 00000000027643B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55300] removed dtor for sample_instance 000000000107B010
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55300] removed dtor for sample_instance 000000000107B410
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55301] removed dtor for sample_instance 000000000107B940
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55301] removed dtor for sample_instance 000000000107BA60
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55302] removed dtor for sample_instance 000000000107BC10
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55302] removed dtor for sample_instance 000000000107BD30
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55303] removed dtor for sample_instance 000000000107BE50
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55303] removed dtor for sample_instance 000000000107BF70
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55303] removed dtor for sample_instance 000000000107A630
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55305] removed dtor for sample_instance 00000000026A7FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55306] removed dtor for mixer 000000000107A2E0
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  48.55306] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  48.55307] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  48.55691] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  48.55692] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  48.55693] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  48.55693] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  48.55694] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55694] removed dtor for voice 0000000001079B40
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  48.55695] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  48.55695] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [  48.55696] calling dtor for sample 00000000026BF570, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55696] removed dtor for sample 00000000026BF570
dtor     D               dtor.c:116  _al_run_destructors              [  48.55699] calling dtor for sample 000000000277A490, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55699] removed dtor for sample 000000000277A490
dtor     D               dtor.c:116  _al_run_destructors              [  48.55703] calling dtor for sample 0000000002764500, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55703] removed dtor for sample 0000000002764500
dtor     D               dtor.c:116  _al_run_destructors              [  48.55706] calling dtor for sample 000000000277A520, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55706] removed dtor for sample 000000000277A520
dtor     D               dtor.c:116  _al_run_destructors              [  48.55710] calling dtor for sample 000000000277A700, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55711] removed dtor for sample 000000000277A700
dtor     D               dtor.c:116  _al_run_destructors              [  48.55711] calling dtor for sample 0000000002779F20, func 0000000061BEB67C
dtor     D               dtor.c:227  _al_unregister_destructor        [  48.55712] removed dtor for sample 0000000002779F20
